"Local Area (2011 LSOA)","Name","Overall rank(2019)","Quintile","Income(2019)","Quintile","Employment(2019)","Quintile","Health(2019)","Quintile","Education(2019)","Quintile","Access to Services(2019)","Quintile","Housing(2019)","Quintile","Community Safety(2019)","Quintile","Physical Environment(2019)","Quintile",
"W01001739","W01001739 - Ely 3","24","10% most deprived","13","10% most deprived","78","10% most deprived","46","10% most deprived","57","10% most deprived","428","21%-30% most deprived","257","11%-20% most deprived","309","11%-20% most deprived","237","11%-20% most deprived",
"W01001740","W01001740 - Ely 4","30","10% most deprived","18","10% most deprived","81","10% most deprived","26","10% most deprived","37","10% most deprived","519","21%-30% most deprived","539","21%-30% most deprived","457","21%-30% most deprived","471","21%-30% most deprived",
"W01001741","W01001741 - Ely 5","14","10% most deprived","2","10% most deprived","69","10% most deprived","36","10% most deprived","48","10% most deprived","410","21%-30% most deprived","158","10% most deprived","201","11%-20% most deprived","598","31%-50% most deprived",
"W01001742","W01001742 - Ely 6","50","10% most deprived","15","10% most deprived","116","10% most deprived","148","10% most deprived","63","10% most deprived","696","31%-50% most deprived","187","10% most deprived","156","10% most deprived","350","11%-20% most deprived",
"W01001743","W01001743 - Ely 7","1403","50% least deprived","1250","50% least deprived","1357","50% least deprived","1114","50% least deprived","1103","50% least deprived","1016","50% least deprived","1721","50% least deprived","932","31%-50% most deprived","657","31%-50% most deprived",
"W01001744","W01001744 - Ely 8","92","10% most deprived","55","10% most deprived","109","10% most deprived","200","11%-20% most deprived","120","10% most deprived","454","21%-30% most deprived","646","31%-50% most deprived","455","21%-30% most deprived","658","31%-50% most deprived",
"W01001745","W01001745 - Ely 9","1594","50% least deprived","1452","50% least deprived","1682","50% least deprived","1379","50% least deprived","1392","50% least deprived","1304","50% least deprived","1639","50% least deprived","1050","50% least deprived","383","21%-30% most deprived",
"W01001746","W01001746 - Ely 10","128","10% most deprived","117","10% most deprived","125","10% most deprived","255","11%-20% most deprived","217","11%-20% most deprived","912","31%-50% most deprived","515","21%-30% most deprived","124","10% most deprived","102","10% most deprived",
"W01001747","W01001747 - Fairwater (Cardiff) 1","1510","50% least deprived","1091","50% least deprived","1317","50% least deprived","1373","50% least deprived","1301","50% least deprived","1804","50% least deprived","1519","50% least deprived","1408","50% least deprived","593","31%-50% most deprived",
"W01001748","W01001748 - Fairwater (Cardiff) 2","573","21%-30% most deprived","608","31%-50% most deprived","623","31%-50% most deprived","509","21%-30% most deprived","315","11%-20% most deprived","1445","50% least deprived","429","21%-30% most deprived","956","50% least deprived","661","31%-50% most deprived",
"W01001749","W01001749 - Fairwater (Cardiff) 3","638","31%-50% most deprived","422","21%-30% most deprived","590","31%-50% most deprived","599","31%-50% most deprived","732","31%-50% most deprived","917","31%-50% most deprived","1318","50% least deprived","654","31%-50% most deprived","843","31%-50% most deprived",
"W01001750","W01001750 - Fairwater (Cardiff) 4","255","11%-20% most deprived","183","10% most deprived","106","10% most deprived","311","11%-20% most deprived","840","31%-50% most deprived","1173","50% least deprived","661","31%-50% most deprived","460","21%-30% most deprived","668","31%-50% most deprived",
"W01001751","W01001751 - Fairwater (Cardiff) 5","181","10% most deprived","64","10% most deprived","150","10% most deprived","345","11%-20% most deprived","455","21%-30% most deprived","423","21%-30% most deprived","1268","50% least deprived","350","11%-20% most deprived","747","31%-50% most deprived",
"W01001752","W01001752 - Fairwater (Cardiff) 6","1491","50% least deprived","1513","50% least deprived","1554","50% least deprived","1068","50% least deprived","1160","50% least deprived","1868","50% least deprived","1377","50% least deprived","544","21%-30% most deprived","395","21%-30% most deprived",
"W01001753","W01001753 - Fairwater (Cardiff) 7","151","10% most deprived","108","10% most deprived","140","10% most deprived","138","10% most deprived","253","11%-20% most deprived","487","21%-30% most deprived","873","31%-50% most deprived","601","31%-50% most deprived","614","31%-50% most deprived",
"W01001754","W01001754 - Fairwater (Cardiff) 8","1086","50% least deprived","1083","50% least deprived","1076","50% least deprived","1060","50% least deprived","1165","50% least deprived","1351","50% least deprived","609","31%-50% most deprived","719","31%-50% most deprived","161","10% most deprived",
"W01001755","W01001755 - Gabalfa 1","1379","50% least deprived","1698","50% least deprived","1750","50% least deprived","1534","50% least deprived","1489","50% least deprived","1848","50% least deprived","81","10% most deprived","494","21%-30% most deprived","197","11%-20% most deprived",
"W01001756","W01001756 - Gabalfa 2","1019","50% least deprived","1368","50% least deprived","1702","50% least deprived","1104","50% least deprived","671","31%-50% most deprived","543","21%-30% most deprived","179","10% most deprived","1235","50% least deprived","215","11%-20% most deprived",
"W01001757","W01001757 - Gabalfa 3","1285","50% least deprived","1306","50% least deprived","1714","50% least deprived","1463","50% least deprived","1531","50% least deprived","1328","50% least deprived","82","10% most deprived","871","31%-50% most deprived","227","11%-20% most deprived",
"W01001758","W01001758 - Gabalfa 4","1362","50% least deprived","1576","50% least deprived","1865","50% least deprived","1476","50% least deprived","1559","50% least deprived","1675","50% least deprived","72","10% most deprived","1314","50% least deprived","78","10% most deprived",
"W01001759","W01001759 - Grangetown 1","796","31%-50% most deprived","666","31%-50% most deprived","898","31%-50% most deprived","619","31%-50% most deprived","1288","50% least deprived","1259","50% least deprived","1497","50% least deprived","185","10% most deprived","131","10% most deprived",
"W01001760","W01001760 - Grangetown 2","666","31%-50% most deprived","628","31%-50% most deprived","893","31%-50% most deprived","660","31%-50% most deprived","946","31%-50% most deprived","1348","50% least deprived","255","11%-20% most deprived","514","21%-30% most deprived","85","10% most deprived",
"W01001761","W01001761 - Grangetown 3","219","11%-20% most deprived","253","11%-20% most deprived","493","21%-30% most deprived","223","11%-20% most deprived","471","21%-30% most deprived","814","31%-50% most deprived","4","10% most deprived","716","31%-50% most deprived","48","10% most deprived",
"W01001762","W01001762 - Grangetown 4","73","10% most deprived","86","10% most deprived","174","10% most deprived","44","10% most deprived","215","11%-20% most deprived","629","31%-50% most deprived","27","10% most deprived","783","31%-50% most deprived","101","10% most deprived",
"W01001764","W01001764 - Grangetown 5","347","11%-20% most deprived","344","11%-20% most deprived","998","50% least deprived","308","11%-20% most deprived","786","31%-50% most deprived","870","31%-50% most deprived","18","10% most deprived","503","21%-30% most deprived","8","10% most deprived",
"W01001765","W01001765 - Grangetown 6","323","11%-20% most deprived","385","21%-30% most deprived","602","31%-50% most deprived","257","11%-20% most deprived","900","31%-50% most deprived","1225","50% least deprived","8","10% most deprived","490","21%-30% most deprived","37","10% most deprived",
"W01001766","W01001766 - Grangetown 7","256","11%-20% most deprived","292","11%-20% most deprived","770","31%-50% most deprived","228","11%-20% most deprived","371","11%-20% most deprived","1286","50% least deprived","3","10% most deprived","903","31%-50% most deprived","9","10% most deprived",
"W01001767","W01001767 - Grangetown 8","426","21%-30% most deprived","458","21%-30% most deprived","1009","50% least deprived","572","21%-30% most deprived","499","21%-30% most deprived","1308","50% least deprived","2","10% most deprived","793","31%-50% most deprived","30","10% most deprived",
"W01001768","W01001768 - Grangetown 9","240","11%-20% most deprived","179","10% most deprived","575","31%-50% most deprived","288","11%-20% most deprived","520","21%-30% most deprived","1313","50% least deprived","1","10% most deprived","665","31%-50% most deprived","46","10% most deprived",
"W01001769","W01001769 - Heath 1","1891","50% least deprived","1900","50% least deprived","1897","50% least deprived","1837","50% least deprived","1896","50% least deprived","1875","50% least deprived","1691","50% least deprived","1776","50% least deprived","571","21%-30% most deprived",
"W01001770","W01001770 - Heath 2","1527","50% least deprived","1487","50% least deprived","1667","50% least deprived","1273","50% least deprived","1884","50% least deprived","1369","50% least deprived","1444","50% least deprived","106","10% most deprived","587","31%-50% most deprived",
"W01001771","W01001771 - Heath 3","1813","50% least deprived","1779","50% least deprived","1763","50% least deprived","1781","50% least deprived","1804","50% least deprived","1906","50% least deprived","1506","50% least deprived","1668","50% least deprived","307","11%-20% most deprived",
"W01001772","W01001772 - Heath 4","1628","50% least deprived","1706","50% least deprived","1476","50% least deprived","1523","50% least deprived","1742","50% least deprived","1650","50% least deprived","1280","50% least deprived","1582","50% least deprived","118","10% most deprived",
"W01001773","W01001773 - Heath 5","1592","50% least deprived","1489","50% least deprived","1635","50% least deprived","1402","50% least deprived","1601","50% least deprived","1872","50% least deprived","723","31%-50% most deprived","1637","50% least deprived","233","11%-20% most deprived",
"W01001774","W01001774 - Heath 6","1855","50% least deprived","1889","50% least deprived","1895","50% least deprived","1760","50% least deprived","1870","50% least deprived","1891","50% least deprived","1292","50% least deprived","1639","50% least deprived","440","21%-30% most deprived",
"W01001775","W01001775 - Heath 7","1486","50% least deprived","1447","50% least deprived","1420","50% least deprived","1291","50% least deprived","1408","50% least deprived","1778","50% least deprived","968","50% least deprived","1249","50% least deprived","162","10% most deprived",
"W01001776","W01001776 - Heath 8","1747","50% least deprived","1707","50% least deprived","1735","50% least deprived","1774","50% least deprived","1799","50% least deprived","1782","50% least deprived","1408","50% least deprived","1570","50% least deprived","228","11%-20% most deprived",
"W01001777","W01001777 - Lisvane 1","1827","50% least deprived","1841","50% least deprived","1790","50% least deprived","1884","50% least deprived","1816","50% least deprived","1378","50% least deprived","1855","50% least deprived","1511","50% least deprived","400","21%-30% most deprived",
"W01001778","W01001778 - Lisvane 2","1837","50% least deprived","1893","50% least deprived","1899","50% least deprived","1902","50% least deprived","1902","50% least deprived","1558","50% least deprived","1892","50% least deprived","1608","50% least deprived","182","10% most deprived",
"W01001779","W01001779 - Llandaff 1","1815","50% least deprived","1823","50% least deprived","1798","50% least deprived","1838","50% least deprived","1837","50% least deprived","1864","50% least deprived","1817","50% least deprived","983","50% least deprived","302","11%-20% most deprived",
"W01001780","W01001780 - Llandaff 2","1809","50% least deprived","1773","50% least deprived","1707","50% least deprived","1769","50% least deprived","1784","50% least deprived","1903","50% least deprived","1558","50% least deprived","1352","50% least deprived","436","21%-30% most deprived",
"W01001781","W01001781 - Llandaff 3","1531","50% least deprived","1318","50% least deprived","1057","50% least deprived","1701","50% least deprived","1901","50% least deprived","1844","50% least deprived","1281","50% least deprived","926","31%-50% most deprived","276","11%-20% most deprived",
"W01001782","W01001782 - Llandaff 4","1782","50% least deprived","1885","50% least deprived","1729","50% least deprived","1829","50% least deprived","1842","50% least deprived","1884","50% least deprived","1457","50% least deprived","921","31%-50% most deprived","320","11%-20% most deprived",
"W01001783","W01001783 - Llandaff 5","1840","50% least deprived","1679","50% least deprived","1740","50% least deprived","1737","50% least deprived","1798","50% least deprived","1908","50% least deprived","1850","50% least deprived","1695","50% least deprived","531","21%-30% most deprived",
"W01001784","W01001784 - Llandaff 6","1676","50% least deprived","1436","50% least deprived","1377","50% least deprived","1655","50% least deprived","1424","50% least deprived","1892","50% least deprived","1830","50% least deprived","1329","50% least deprived","645","31%-50% most deprived",
"W01001785","W01001785 - Llandaff North 1","189","10% most deprived","88","10% most deprived","207","11%-20% most deprived","359","11%-20% most deprived","210","11%-20% most deprived","1202","50% least deprived","941","31%-50% most deprived","463","21%-30% most deprived","126","10% most deprived",
"W01001786","W01001786 - Llandaff North 2","919","31%-50% most deprived","874","31%-50% most deprived","1119","50% least deprived","967","50% least deprived","915","31%-50% most deprived","1519","50% least deprived","306","11%-20% most deprived","407","21%-30% most deprived","224","11%-20% most deprived",
"W01001787","W01001787 - Llandaff North 3","436","21%-30% most deprived","478","21%-30% most deprived","621","31%-50% most deprived","438","21%-30% most deprived","512","21%-30% most deprived","497","21%-30% most deprived","352","11%-20% most deprived","837","31%-50% most deprived","107","10% most deprived",
"W01001788","W01001788 - Llandaff North 4","200","11%-20% most deprived","146","10% most deprived","149","10% most deprived","218","11%-20% most deprived","583","31%-50% most deprived","1033","50% least deprived","736","31%-50% most deprived","640","31%-50% most deprived","67","10% most deprived",
"W01001789","W01001789 - Llandaff North 5","1389","50% least deprived","1400","50% least deprived","1223","50% least deprived","1248","50% least deprived","1361","50% least deprived","1854","50% least deprived","980","50% least deprived","612","31%-50% most deprived","191","10% most deprived",
"W01001790","W01001790 - Llandaff North 6","608","31%-50% most deprived","407","21%-30% most deprived","758","31%-50% most deprived","755","31%-50% most deprived","678","31%-50% most deprived","1256","50% least deprived","399","21%-30% most deprived","872","31%-50% most deprived","219","11%-20% most deprived",
"W01001791","W01001791 - Llanishen 1","1492","50% least deprived","1312","50% least deprived","1181","50% least deprived","1482","50% least deprived","1516","50% least deprived","1542","50% least deprived","1058","50% least deprived","1029","50% least deprived","529","21%-30% most deprived",
"W01001792","W01001792 - Llanishen 2","580","31%-50% most deprived","476","21%-30% most deprived","401","21%-30% most deprived","779","31%-50% most deprived","903","31%-50% most deprived","673","31%-50% most deprived","884","31%-50% most deprived","873","31%-50% most deprived","452","21%-30% most deprived",
"W01001793","W01001793 - Llanishen 3","1854","50% least deprived","1768","50% least deprived","1820","50% least deprived","1858","50% least deprived","1693","50% least deprived","1826","50% least deprived","1885","50% least deprived","1874","50% least deprived","416","21%-30% most deprived",
"W01001794","W01001794 - Llanishen 4","1824","50% least deprived","1714","50% least deprived","1779","50% least deprived","1826","50% least deprived","1788","50% least deprived","1870","50% least deprived","1868","50% least deprived","1865","50% least deprived","257","11%-20% most deprived",
"W01001795","W01001795 - Llanishen 5","1883","50% least deprived","1816","50% least deprived","1811","50% least deprived","1905","50% least deprived","1863","50% least deprived","1900","50% least deprived","1871","50% least deprived","1739","50% least deprived","569","21%-30% most deprived",
"W01001796","W01001796 - Llanishen 6","1679","50% least deprived","1384","50% least deprived","1446","50% least deprived","1570","50% least deprived","1524","50% least deprived","1898","50% least deprived","1840","50% least deprived","1704","50% least deprived","474","21%-30% most deprived",
"W01001797","W01001797 - Llanishen 7","1601","50% least deprived","1339","50% least deprived","1449","50% least deprived","1386","50% least deprived","1523","50% least deprived","1833","50% least deprived","1719","50% least deprived","1089","50% least deprived","407","21%-30% most deprived",
"W01001798","W01001798 - Llanishen 8","1791","50% least deprived","1606","50% least deprived","1611","50% least deprived","1627","50% least deprived","1777","50% least deprived","1644","50% least deprived","1775","50% least deprived","1777","50% least deprived","796","31%-50% most deprived",
"W01001799","W01001799 - Llanishen 9","1796","50% least deprived","1742","50% least deprived","1677","50% least deprived","1712","50% least deprived","1903","50% least deprived","1353","50% least deprived","1854","50% least deprived","1661","50% least deprived","500","21%-30% most deprived",
"W01001800","W01001800 - Llanishen 10","605","31%-50% most deprived","517","21%-30% most deprived","682","31%-50% most deprived","378","11%-20% most deprived","769","31%-50% most deprived","842","31%-50% most deprived","541","21%-30% most deprived","1143","50% least deprived","701","31%-50% most deprived",
"W01001802","W01001802 - Llanrumney 1","618","31%-50% most deprived","648","31%-50% most deprived","578","31%-50% most deprived","618","31%-50% most deprived","690","31%-50% most deprived","1195","50% least deprived","1202","50% least deprived","343","11%-20% most deprived","119","10% most deprived",
"W01001803","W01001803 - Llanrumney 2","277","11%-20% most deprived","315","11%-20% most deprived","432","21%-30% most deprived","265","11%-20% most deprived","176","10% most deprived","660","31%-50% most deprived","538","21%-30% most deprived","479","21%-30% most deprived","304","11%-20% most deprived",
"W01001804","W01001804 - Llanrumney 3","354","11%-20% most deprived","332","11%-20% most deprived","639","31%-50% most deprived","301","11%-20% most deprived","188","10% most deprived","836","31%-50% most deprived","699","31%-50% most deprived","414","21%-30% most deprived","325","11%-20% most deprived",
"W01001805","W01001805 - Llanrumney 4","435","21%-30% most deprived","388","21%-30% most deprived","631","31%-50% most deprived","427","21%-30% most deprived","335","11%-20% most deprived","598","31%-50% most deprived","992","50% least deprived","368","11%-20% most deprived","345","11%-20% most deprived",
"W01001806","W01001806 - Llanrumney 5","1013","50% least deprived","990","50% least deprived","1029","50% least deprived","1012","50% least deprived","806","31%-50% most deprived","1111","50% least deprived","940","31%-50% most deprived","402","21%-30% most deprived","465","21%-30% most deprived",
"W01001807","W01001807 - Llanrumney 6","75","10% most deprived","50","10% most deprived","232","11%-20% most deprived","89","10% most deprived","51","10% most deprived","646","31%-50% most deprived","547","21%-30% most deprived","400","21%-30% most deprived","104","10% most deprived",
"W01001808","W01001808 - Llanrumney 7","94","10% most deprived","68","10% most deprived","223","11%-20% most deprived","130","10% most deprived","65","10% most deprived","766","31%-50% most deprived","611","31%-50% most deprived","344","11%-20% most deprived","150","10% most deprived",
"W01001809","W01001809 - Pentwyn 1","877","31%-50% most deprived","971","50% least deprived","848","31%-50% most deprived","734","31%-50% most deprived","949","31%-50% most deprived","604","31%-50% most deprived","548","21%-30% most deprived","1426","50% least deprived","459","21%-30% most deprived",
"W01001810","W01001810 - Pentwyn 2","218","11%-20% most deprived","166","10% most deprived","506","21%-30% most deprived","159","10% most deprived","164","10% most deprived","634","31%-50% most deprived","493","21%-30% most deprived","849","31%-50% most deprived","248","11%-20% most deprived",
"W01001811","W01001811 - Pentwyn 3","63","10% most deprived","31","10% most deprived","168","10% most deprived","97","10% most deprived","124","10% most deprived","717","31%-50% most deprived","499","21%-30% most deprived","89","10% most deprived","129","10% most deprived",
"W01001812","W01001812 - Pentwyn 4","570","21%-30% most deprived","356","11%-20% most deprived","854","31%-50% most deprived","803","31%-50% most deprived","432","21%-30% most deprived","760","31%-50% most deprived","634","31%-50% most deprived","803","31%-50% most deprived","432","21%-30% most deprived",
"W01001813","W01001813 - Pentwyn 5","139","10% most deprived","92","10% most deprived","55","10% most deprived","235","11%-20% most deprived","623","31%-50% most deprived","772","31%-50% most deprived","803","31%-50% most deprived","211","11%-20% most deprived","288","11%-20% most deprived",
"W01001814","W01001814 - Pentwyn 6","984","50% least deprived","876","31%-50% most deprived","943","31%-50% most deprived","884","31%-50% most deprived","1093","50% least deprived","1216","50% least deprived","542","21%-30% most deprived","1058","50% least deprived","328","11%-20% most deprived",
"W01001815","W01001815 - Pentwyn 7","1361","50% least deprived","1049","50% least deprived","1361","50% least deprived","1206","50% least deprived","1216","50% least deprived","1752","50% least deprived","1327","50% least deprived","1364","50% least deprived","149","10% most deprived",
"W01001816","W01001816 - Pentwyn 8","582","31%-50% most deprived","329","11%-20% most deprived","565","21%-30% most deprived","891","31%-50% most deprived","749","31%-50% most deprived","1419","50% least deprived","754","31%-50% most deprived","623","31%-50% most deprived","216","11%-20% most deprived",
"W01001817","W01001817 - Pentwyn 9","831","31%-50% most deprived","842","31%-50% most deprived","1054","50% least deprived","291","11%-20% most deprived","1041","50% least deprived","1472","50% least deprived","1178","50% least deprived","1487","50% least deprived","84","10% most deprived",
"W01001818","W01001818 - Pentwyn 10","1190","50% least deprived","740","31%-50% most deprived","1265","50% least deprived","1122","50% least deprived","1144","50% least deprived","1679","50% least deprived","852","31%-50% most deprived","1367","50% least deprived","314","11%-20% most deprived",
"W01001819","W01001819 - Pentyrch 1","1823","50% least deprived","1649","50% least deprived","1540","50% least deprived","1819","50% least deprived","1776","50% least deprived","1648","50% least deprived","1572","50% least deprived","1658","50% least deprived","1145","50% least deprived",
"W01001820","W01001820 - Pentyrch 2","1623","50% least deprived","1382","50% least deprived","1430","50% least deprived","1659","50% least deprived","1785","50% least deprived","1134","50% least deprived","1536","50% least deprived","1497","50% least deprived","424","21%-30% most deprived",
"W01001821","W01001821 - Penylan 1","1654","50% least deprived","1538","50% least deprived","1756","50% least deprived","1246","50% least deprived","1876","50% least deprived","1438","50% least deprived","1348","50% least deprived","1726","50% least deprived","235","11%-20% most deprived",
"W01001822","W01001822 - Penylan 2","1344","50% least deprived","994","50% least deprived","1220","50% least deprived","1468","50% least deprived","1773","50% least deprived","1455","50% least deprived","1446","50% least deprived","1129","50% least deprived","56","10% most deprived",
"W01001823","W01001823 - Penylan 3","1699","50% least deprived","1888","50% least deprived","1859","50% least deprived","1872","50% least deprived","1879","50% least deprived","1888","50% least deprived","775","31%-50% most deprived","1234","50% least deprived","64","10% most deprived",
"W01001824","W01001824 - Penylan 4","856","31%-50% most deprived","1174","50% least deprived","1033","50% least deprived","957","50% least deprived","1697","50% least deprived","1670","50% least deprived","43","10% most deprived","752","31%-50% most deprived","6","10% most deprived",
"W01001825","W01001825 - Penylan 5","884","31%-50% most deprived","1150","50% least deprived","890","31%-50% most deprived","1121","50% least deprived","1570","50% least deprived","1188","50% least deprived","570","21%-30% most deprived","203","11%-20% most deprived","1","10% most deprived",
"W01001826","W01001826 - Penylan 6","1701","50% least deprived","1741","50% least deprived","1737","50% least deprived","1683","50% least deprived","1706","50% least deprived","1573","50% least deprived","923","31%-50% most deprived","1373","50% least deprived","292","11%-20% most deprived",
"W01001827","W01001827 - Penylan 7","1811","50% least deprived","1680","50% least deprived","1847","50% least deprived","1815","50% least deprived","1867","50% least deprived","1338","50% least deprived","1628","50% least deprived","1800","50% least deprived","467","21%-30% most deprived",
"W01001828","W01001828 - Penylan 8","1656","50% least deprived","1695","50% least deprived","1720","50% least deprived","1653","50% least deprived","1715","50% least deprived","1449","50% least deprived","1166","50% least deprived","1533","50% least deprived","117","10% most deprived",
"W01001829","W01001829 - Plasnewydd 1","634","31%-50% most deprived","770","31%-50% most deprived","1418","50% least deprived","780","31%-50% most deprived","647","31%-50% most deprived","1150","50% least deprived","26","10% most deprived","550","21%-30% most deprived","52","10% most deprived",
"W01001830","W01001830 - Plasnewydd 2","368","11%-20% most deprived","539","21%-30% most deprived","441","21%-30% most deprived","344","11%-20% most deprived","799","31%-50% most deprived","688","31%-50% most deprived","78","10% most deprived","852","31%-50% most deprived","41","10% most deprived",
"W01001831","W01001831 - Plasnewydd 3","812","31%-50% most deprived","899","31%-50% most deprived","1313","50% least deprived","1148","50% least deprived","1050","50% least deprived","1268","50% least deprived","31","10% most deprived","469","21%-30% most deprived","112","10% most deprived",
"W01001832","W01001832 - Plasnewydd 4","514","21%-30% most deprived","1195","50% least deprived","1505","50% least deprived","1354","50% least deprived","89","10% most deprived","481","21%-30% most deprived","36","10% most deprived","406","21%-30% most deprived","59","10% most deprived",
"W01001833","W01001833 - Plasnewydd 5","622","31%-50% most deprived","696","31%-50% most deprived","618","31%-50% most deprived","1177","50% least deprived","1564","50% least deprived","1274","50% least deprived","68","10% most deprived","488","21%-30% most deprived","11","10% most deprived",
"W01001834","W01001834 - Plasnewydd 6","531","21%-30% most deprived","690","31%-50% most deprived","823","31%-50% most deprived","665","31%-50% most deprived","854","31%-50% most deprived","878","31%-50% most deprived","74","10% most deprived","390","21%-30% most deprived","60","10% most deprived",
"W01001835","W01001835 - Plasnewydd 7","89","10% most deprived","144","10% most deprived","25","10% most deprived","149","10% most deprived","563","21%-30% most deprived","582","31%-50% most deprived","1033","50% least deprived","95","10% most deprived","31","10% most deprived",
"W01001836","W01001836 - Plasnewydd 8","1140","50% least deprived","1305","50% least deprived","1512","50% least deprived","1271","50% least deprived","1771","50% least deprived","1456","50% least deprived","24","10% most deprived","538","21%-30% most deprived","273","11%-20% most deprived",
"W01001837","W01001837 - Plasnewydd 9","703","31%-50% most deprived","1066","50% least deprived","1388","50% least deprived","805","31%-50% most deprived","628","31%-50% most deprived","505","21%-30% most deprived","85","10% most deprived","916","31%-50% most deprived","65","10% most deprived",
"W01001838","W01001838 - Plasnewydd 10","1095","50% least deprived","1276","50% least deprived","1636","50% least deprived","1010","50% least deprived","1421","50% least deprived","1428","50% least deprived","35","10% most deprived","770","31%-50% most deprived","225","11%-20% most deprived",
"W01001839","W01001839 - Plasnewydd 11","827","31%-50% most deprived","1064","50% least deprived","1596","50% least deprived","633","31%-50% most deprived","1220","50% least deprived","1110","50% least deprived","51","10% most deprived","760","31%-50% most deprived","49","10% most deprived",
"W01001840","W01001840 - Pontprennau/Old St. Mellons 1","1164","50% least deprived","1015","50% least deprived","995","50% least deprived","1084","50% least deprived","1002","50% least deprived","1368","50% least deprived","1778","50% least deprived","744","31%-50% most deprived","252","11%-20% most deprived",
"W01001841","W01001841 - Pontprennau/Old St. Mellons 2","1673","50% least deprived","1391","50% least deprived","1464","50% least deprived","1669","50% least deprived","1404","50% least deprived","1808","50% least deprived","1833","50% least deprived","1475","50% least deprived","543","21%-30% most deprived",
"W01001842","W01001842 - Pontprennau/Old St. Mellons 3","1758","50% least deprived","1531","50% least deprived","1819","50% least deprived","1777","50% least deprived","1809","50% least deprived","1768","50% least deprived","1762","50% least deprived","1113","50% least deprived","394","21%-30% most deprived",
"W01001843","W01001843 - Pontprennau/Old St. Mellons 4","1700","50% least deprived","1820","50% least deprived","1796","50% least deprived","1830","50% least deprived","1638","50% least deprived","1365","50% least deprived","1733","50% least deprived","720","31%-50% most deprived","181","10% most deprived",
"W01001844","W01001844 - Pontprennau/Old St. Mellons 5","1616","50% least deprived","1286","50% least deprived","1518","50% least deprived","1522","50% least deprived","1405","50% least deprived","1853","50% least deprived","1748","50% least deprived","1437","50% least deprived","331","11%-20% most deprived",
"W01001846","W01001846 - Radyr & Morganstown 1","1745","50% least deprived","1727","50% least deprived","1793","50% least deprived","1799","50% least deprived","1845","50% least deprived","1053","50% least deprived","1734","50% least deprived","1875","50% least deprived","275","11%-20% most deprived",
"W01001847","W01001847 - Radyr & Morganstown 2","1836","50% least deprived","1884","50% least deprived","1828","50% least deprived","1893","50% least deprived","1848","50% least deprived","1544","50% least deprived","1858","50% least deprived","1799","50% least deprived","230","11%-20% most deprived",
"W01001848","W01001848 - Rhiwbina 1","1810","50% least deprived","1780","50% least deprived","1730","50% least deprived","1740","50% least deprived","1737","50% least deprived","1819","50% least deprived","1477","50% least deprived","1672","50% least deprived","446","21%-30% most deprived",
"W01001849","W01001849 - Rhiwbina 2","1794","50% least deprived","1802","50% least deprived","1711","50% least deprived","1797","50% least deprived","1836","50% least deprived","1231","50% least deprived","1635","50% least deprived","1779","50% least deprived","503","21%-30% most deprived",
"W01001850","W01001850 - Rhiwbina 3","1860","50% least deprived","1901","50% least deprived","1878","50% least deprived","1839","50% least deprived","1862","50% least deprived","1896","50% least deprived","1741","50% least deprived","1523","50% least deprived","298","11%-20% most deprived",
"W01001851","W01001851 - Rhiwbina 4","1703","50% least deprived","1726","50% least deprived","1629","50% least deprived","1560","50% least deprived","1812","50% least deprived","1576","50% least deprived","1194","50% least deprived","1259","50% least deprived","333","11%-20% most deprived",
"W01001852","W01001852 - Rhiwbina 5","1800","50% least deprived","1891","50% least deprived","1854","50% least deprived","1753","50% least deprived","1897","50% least deprived","1743","50% least deprived","1548","50% least deprived","1520","50% least deprived","169","10% most deprived",
"W01001853","W01001853 - Rhiwbina 6","1828","50% least deprived","1830","50% least deprived","1754","50% least deprived","1583","50% least deprived","1874","50% least deprived","1841","50% least deprived","1599","50% least deprived","1746","50% least deprived","415","21%-30% most deprived",
"W01001854","W01001854 - Rhiwbina 7","1741","50% least deprived","1664","50% least deprived","1686","50% least deprived","1614","50% least deprived","1814","50% least deprived","1724","50% least deprived","1661","50% least deprived","1597","50% least deprived","239","11%-20% most deprived",
"W01001855","W01001855 - Riverside 1","140","10% most deprived","106","10% most deprived","476","21%-30% most deprived","111","10% most deprived","522","21%-30% most deprived","674","31%-50% most deprived","6","10% most deprived","462","21%-30% most deprived","27","10% most deprived",
"W01001856","W01001856 - Riverside 2","108","10% most deprived","239","11%-20% most deprived","251","11%-20% most deprived","57","10% most deprived","364","11%-20% most deprived","545","21%-30% most deprived","7","10% most deprived","304","11%-20% most deprived","34","10% most deprived",
"W01001857","W01001857 - Riverside 3","66","10% most deprived","99","10% most deprived","99","10% most deprived","99","10% most deprived","198","11%-20% most deprived","576","31%-50% most deprived","240","11%-20% most deprived","166","10% most deprived","15","10% most deprived",
"W01001858","W01001858 - Riverside 4","1316","50% least deprived","1284","50% least deprived","1382","50% least deprived","1470","50% least deprived","1806","50% least deprived","1235","50% least deprived","391","21%-30% most deprived","547","21%-30% most deprived","146","10% most deprived",
"W01001859","W01001859 - Riverside 5","1229","50% least deprived","1281","50% least deprived","1337","50% least deprived","1281","50% least deprived","1767","50% least deprived","1621","50% least deprived","202","11%-20% most deprived","1020","50% least deprived","57","10% most deprived",
